Serial_number,Brand_name,Price,DiscountPrice,Quantity,gender,age
649,Surf Excel,540,393,2 kg,female,53
650,Surf Excel,830,810,4 kg,female,53
651,Surf Excel,270,240,1 kg,female,53
652,Surf Excel,1325,1120,6 kg,female,53
653,BB Royal,120,99,250 g,female,53
654,BB Royal,900,558,2x1 kg,female,53
655,BB Royal,440,365,2 x 500 g,female,53
656,BB Royal,450,299,1 kg,female,53
657,BB Royal,220,195,500 g,female,53
658,Ariel,285,285,1 kg,female,53
659,Ariel,515,350.2,2 kg,female,53
660,Ariel,150,150,500 g,female,53
661,Ariel,1225,1084.12,4 kg,female,53
662,BB Royal,80,65,1 kg,female,53
663,BB Royal,41,34,500 g,female,53
664,BB Royal,160,130,2x1 kg,female,53
665,BB Royal,349,249,5 Kg,female,53
666,BB Royal,38,29,200 g,female,53
667,BB Royal,90,69,500 g,female,53
668,BB Royal,180,135,1 kg,female,53
669,BB Royal,141,110,1 kg,female,53
670,BB Royal,72,57,500 g,female,53
671,BB Royal,279,205,2 kg,female,53
672,BB Royal,60,45,100 g,female,53
673,BB Royal,120,88,200 g,female,53
674,BB Royal,600,420,1 kg,female,53
675,BB Royal,300,210,500 g,female,53
676,Fresho,68.97,45,1 pc (approx. 1 -3 kg),female,53
677,BB Home Earth,299,199,200 ml,female,53
678,Fresho,38.96,29,1 kg,female,53
679,Fresho,19.48,14.5,500 g,female,53
680,Fresho,9.74,7.5,250 g,female,53
681,BB Home,499,349,650 ml,female,53
682,BB Home,649,449,950 ml,female,53
683,Head & shoulders,75,75,72 ml,female,53
684,Head & shoulders,180,162,180 ml,female,53
685,Head & shoulders,345,310.5,340 ml,female,53
686,Head & shoulders,740,399.5,650 ml,female,53
687,BB Royal,72,44,450 g,female,53
688,BB Royal,112,80,900 g,female,53
689,bb Combo,760,478,Combo,female,53
690,bb Combo,700,518,Combo,female,53
691,Tasties,49,36,150 g,female,53
692,Tasties,294,199.02,6x150 g,female,53
693,Tasties,147,105,3x150 g,female,53
694,Nivea,225,151,150 ml,female,53
695,Nivea,450,264.25,2x150 ml,female,53
696,Nivea,675,339.75,3x150 ml,female,53
697,Nivea,900,437.9,4x150 ml,female,53
698,Nivea,709,471.49,Combo,female,53
699,Del Monte,130,76.5,950 g,female,53
700,Del Monte,95,95,500 g,female,53
701,Colgate,143,112.5,120 g,female,53
702,Colgate,286,213.75,2x120 g,female,53
703,Colgate,276,189.5,240 g,female,53
704,Fresho,91.94,70.79,1 pc,female,55
705,BB Royal,50,34,500 g,female,55
706,BB Royal,100,66,1 kg,female,55
707,BB Royal,408,303,Combo,female,55
708,BB Home,109,79,2 pcs,female,55
709,BB Royal,250,145,500 g,female,55
710,BB Royal,50,30,100 g,female,55
711,bb Combo,250,166,Combo,female,55
712,Epigamia ,300,212,1 L,female,55
713,Himalaya Baby,235,171,400 g,female,55
714,Himalaya Baby,83,78.85,100 g,female,55
715,Fresho,248,138,500 g,female,55
716,Fresho,138,99,250 g,female,55
717,Head & shoulders,740,399.5,650 ml,female,55
718,Head & shoulders,75,75,72 ml,female,55
719,Head & shoulders,345,310.5,340 ml,female,55
720,Head & shoulders,180,162,180 ml,female,55
721,Head & shoulders,890,712,1 L,female,55
722,BB Royal,91,72,500 g,female,55
723,BB Royal,355,265,2 kg,female,55
724,BB Royal,179,135,1 kg,female,55
725,Himalaya Baby,270,197,200 ml,female,55
726,Himalaya Baby,80,80,50 ml,female,55
727,Himalaya Baby,150,127,100 ml,female,55
728,Head & shoulders,345,299,340 ml,female,55
729,Head & shoulders,930,604.5,1 L,female,55
730,Head & shoulders,740,399.5,650 ml,female,55
731,Head & shoulders,75,72,72 ml,female,55
732,Head & shoulders,180,147,180 ml,female,55
733,Tasties,180,127.12,Combo,female,55
734,BB Royal,70,49,1 kg,female,55
735,BB Royal,350,240,5 kg,female,55
736,Cello,194,119,1 L,female,55
737,Cello,1164,714,6x1 L,female,55
738,Cello,388,178,2x1 L,female,55
739,Cello,582,267,3x1 L,female,55
740,Nivea,559,335.4,600 ml,female,55
741,Nivea,425,297.5,400 ml,female,55
742,Nivea,275,220,200 ml,female,55
743,Nivea,850,565.25,2x400 ml,female,55
744,Nivea,1275,847.88,3x400 ml,female,55
745,Palmolive,125,99,250 ml,female,55
746,Palmolive,199,139,750 ml,female,55
747,BB Popular,200,125,100 g,female,55
748,BB Popular,400,248,200 g,female,56
749,BB Popular,1000,615,500 g,female,56
750,Pampers ,80,80,2 pcs,female,56
751,Pampers ,1049,663,86 pcs,female,56
752,Pampers ,399,361,32 pcs,female,56
753,Pampers ,2799,2799,224 pcs,female,56
754,Pampers ,1199,744.5,86 pcs,female,56
755,Pampers ,799,561,56 pcs,female,56
756,Palmolive,458,286.4,2x250 ml,female,56
757,Palmolive,539,323,750 ml,female,56
758,Palmolive,229,179,250 ml,female,56
759,Palmolive,687,473.85,3x250 ml,female,56
760,Himalaya Baby,200,150,72 pcs,female,56
761,Fresho,778,478.5,500 g,female,56
762,Fresho,1458,797,1 kg,female,56
763,Fresho,416,299,250 g,female,56
764,Nirlon,3499,1129,7 pcs,female,56
765,Fresho,90,63,6 pcs,female,56
766,BB Popular,55,43,1 kg,female,56
767,BB Popular,275,205,5 kg,female,56
768,Fortune ,939,679,Combo,female,56
769,Fortune ,1138,829,Combo,female,56
770,Nivea Men,398,218.9,2x50 ml,female,56
771,Nivea,99,94.05,25 ml,female,59
772,Nivea Men,199,159.2,50 ml,female,59
773,Closeup,546,399.48,3x(2x150 g),female,59
774,Close Up,101,82,150 g,female,59
775,Close Up,404,303,150 g,female,59
776,Close Up,182,141,150 g,female,59
777,Sunfeast,170,127.5,300 g,female,59
778,Sunfeast,510,378.68,3x300 g,female,59
779,GREEN KIVVI,299,179,500 ml,female,59
780,BB Royal,200,132,50 g,female,59
781,BB Royal,100,54,20 g,female,59
782,BB Royal,500,260,100 g,female,59
783,bb Combo,265.12,187,Combo,female,59
784,BB Royal,938,698,2x5 kg,female,59
785,BB Royal,95,74,1 kg,female,59
786,BB Royal,469,349,5 kg,female,59
787,BB Royal,899,669,10 kg,female,59
788,BB Royal,190,145,2 kg,female,59
789,BB Home,158,94.08,2 x 1 pc,female,59
790,BB Home,79,49,1 pc,female,59
791,Axe,630,315.01,3x150 ml,female,59
792,Axe,210,147,150 ml,female,59
793,TRESemme,395,260,340 ml,female,59
794,TRESemme,229,172,190 ml,female,59
795,Nivea,225,153,150 ml,female,59
796,Nivea,450,265.21,2x150 ml,female,59
797,Nivea,675,306.02,3x150 ml,female,59
798,bb Combo,725,526,Combo,female,59
799,Clinic Plus,230,212,340 ml,female,59
800,Clinic Plus,699,491,1 L,female,59
801,Clinic Plus,52,52,80 ml,female,59
802,Clinic Plus,525,345.5,650 ml,female,59
803,Clinic Plus,115,112,175 ml,female,59
804,Clinic Plus,230,218.5,340 ml,female,59
805,Dove,740,524,650 ml,female,59
806,Dove,999,607.5,1 L,female,59
807,Dove,345,279,340 ml,female,59
808,Dove,68,68,80 ml,female,59
809,Dove,170,170,180 ml,female,59
810,Gillette,2375,1543.78,Combo,female,59
811,Elephant ,109,69,1 pc,female,59
812,BB Royal,30,20,50 g,female,59
813,BB Royal,60,40,100 g,female,59
814,Tasties,147,108,3x150 g,female,59
815,Tasties,12,12,50 g,female,59
816,Tasties,49,37,150 g,female,59
817,Tasties,294,198,6x150 g,female,59
818,bb Combo,450,301,Combo,female,59
819,Fresho,637,410,Combo,female,59
820,BB Royal,1750,1075,Combo,female,59
821,Parachute ,225,162,400 ml,female,59
822,Fresho,35.4,27.26,250 g,female,60
823,Fresho,141.59,109.02,1 kg,female,60
824,Fresho,70.79,53.5,500 g,female,60
825,BB Royal,200,172,100 g,female,60
826,BB Royal,400,340,200 g,female,60
827,BB Royal,1000,699,500 g,female,60
828,BB Home,239,149,350 ml,female,60
829,BB Home,329,199,750 ml,female,60
830,BB Home,499,299,1.2 L,female,60
831,BB Royal,225,164,bb Combo,female,60
832,Cadbury,149,101,200 g,female,60
833,Cadbury,298,189.88,2x200 g,female,60
834,Cadbury,447,266.64,3x200 g,female,60
835,Fresho,29.85,18,250 g,female,60
836,Fresho,119.41,71.5,1 kg,female,60
837,Princeware,228,129,970 ml,female,60
838,Princeware,189,129,970 ml,female,60
839,Princeware,250,129,1.235 L,female,60
840,Princeware,80,49,110 ml,female,60
841,Princeware,160,58,2 x 110 ml,female,60
842,BB Royal,750,528,Combo,female,60
843,Fresho,51.46,31,1 pc,female,60
844,Fresho,62.34,39,1 pc,female,60
845,BB Royal,66,51,500 g,female,60
846,BB Royal,259,185,2 kg,female,60
847,BB Royal,130,93,1 kg,female,60
848,BB Royal,599,399,5 kg,female,60
849,Ponds,90,86.4,100 ml,female,60
850,Ponds,330,214.5,275 ml,female,60
851,Ponds,549,356.85,600 ml,female,60
852,Nivea,450,261.74,2x150 ml,female,60
853,Nivea,225,151,150 ml,female,60
854,Nivea,675,302.02,3x150 ml,female,60
855,TRESemme,1264,821,Combo,female,60
856,TRESemme,899,668,Combo,female,60
857,BB Home,539,299,1 L,female,60
858,Tasties,160,87.2,Combo,female,60
859,Mamypoko,299,218,7 pcs,female,60
860,Rexona,145,108,50 ml,female,60
861,Rexona,290,187.21,2x50 ml,female,60
862,Himalaya,350,255.5,72 pcs,female,60
863,Rexona,145,108,50 ml,female,60
864,Rexona,290,187.21,2x50 ml,female,60
865,MTR,27,20.25,60 g,female,60
866,MTR,65,65,80 g,female,60
867,BB Royal,40,26,200 g,female,60
868,BB Royal,90,61,500 g,female,60
869,BB Royal,180,119,1 kg,female,60
870,Super Saver,90,39,1 kg,female,60
871,Super Saver,45,21,500 g,female,60
872,bb Combo,410,268,Combo,female,60
873,Fresho,332,239,500 g,female,60
874,Fresho,182,131,250 g,female,60
875,Fresho,610,439,1 Kg,female,60
876,BB Popular,30,19,100 g,female,60
877,BB Popular,60,37,200 g,female,60
878,Engage,225,135,150 ml,female,60
879,Engage,450,202.5,2x150 ml,female,60
880,Raw Pressery,320,320,4x250 ml,female,60
881,Raw Pressery,220,128,1 L,female,60
882,Raw Pressery,80,80,250 ml,female,60
883,Raw Pressery,240,240,3x250 ml,female,60
884,Raw Pressery,400,400,5x250 ml,female,60
885,Raw Pressery,160,128,2x250 ml,female,60
886,Raw Pressery,660,384,3x1 L,female,60
887,Raw Pressery,440,212,2x1 L,female,60
888,Fresho,346,249,500 g,female,60
889,Fresho,583,419,1 kg,female,60
890,Fresho,193,139,250 g,female,60
891,Del Monte,1750,770,1 L,female,60
892,Del Monte,2400,1200,2 L,female,60
893,Del Monte,5600,2968,5 L,female,60
894,Fresho,193,139,1 kg,female,60
895,Fresho,109,79,500 g,female,60
896,Princeware,360,179,1.395 L,female,60
897,Princeware,133,79,260 ml,female,60
898,Ponds,100,85,50 ml,female,60
899,Ponds,309,216.3,100 ml,female,60
900,Colgate,64,61,100 g,female,60
901,Colgate,114,99,200 g,female,60
902,Colgate,228,188.1,2x200 g,female,60
903,Colgate,456,336.6,4x200 g,female,60
904,Himalaya,540,343,700 ml,female,60
905,Himalaya,255,191,400 ml,female,60
906,Himalaya,145,113,200 ml,female,60
907,Nivea,199,159.2,50 ml,female,60
908,Nivea,398,293.92,2x50 ml,female,60
909,Nivea,99,94.05,25 ml,female,60
910,Octus,990,450.8,10x10 pcs,female,60
911,Octus,495,225.4,5x10 pcs,female,60
912,Octus,99,49,13 x 13 cm,female,60
913,Sunfeast,120,80.58,3x180 ml,female,60
914,Sunfeast,40,34,180 ml,female,60
915,BB Popular,80,49,1 kg,female,60
916,BB Popular,40,30,500 g,female,60
917,Fresho,760,491,Combo,female,60
918,BB Royal,40,20,50 g,female,60
919,BB Royal,80,40,100 g,female,60
920,Cavins,120,80.64,3x200 ml,female,60
921,Cavins,40,28,200 ml,female,60
922,Cavins,240,168,6x200 ml,female,60
923,Top Ramen ,25,25,70 g,female,60
924,Top Ramen ,100,66.67,280 g,female,60
925,Fresho,705,452.5,Combo,female,60
926,Nivea Men,675,300.01,3x150 ml,female,60
927,Nivea Men,225,150,150 ml,female,60
928,Nivea Men,450,260.01,2x150 ml,female,60
929,Fresho,715,459.5,Combo,female,60
930,Polyset,149,99,810 ml,female,60
931,Fresho,715,459.5,Combo,female,60
932,BB Royal,850,588,Combo,female,60
933,Super Saver,55,45,1 kg,female,60
934,Super Saver,550,422,10 kg,female,60
935,Super Saver,275,216,5 kg,female,60
936,Super Saver,1375,1010,25 kg,female,60
937,Fresho,840,547,Combo,female,60
938,BB Home,719,449,1.05 L,female,60
939,Fresho,302.6,233,1 kg,female,60
940,Fresho,75.65,58.25,250 g,female,60
941,Fresho,30.26,20,100 g,female,60
942,Lotus Herbals,290,217.5,40 g,female,60
943,Lotus Herbals,415,311,60 g,female,60
944,Lotus Herbals,99,74.25,18 g,female,60
945,Princeware,228,99,4 pcs,female,60
946,BB Royal,550,395,Combo,female,60
947,BB Royal,260,199,1 kg,female,60
948,BB Royal,31,24,100 g,female,60
949,BB Royal,61,45,200 g,female,60
950,BB Royal,139,105,500 g,female,60
951,BB Royal,278,210,2x500 g,female,60
952,Pantene,305,229,340 ml,female,60
953,Pantene,145,130.5,180 ml,female,60
954,Pantene,645,364.5,650 ml,female,60
955,Pantene,820,516,1 L,female,60
956,Pantene,65,65,75 ml,female,60
957,Loreal Paris,79,71,75 ml,female,60
958,Loreal Paris,369,329,396 ml,female,60
959,Loreal Paris,189,179,192.5 ml,female,60
960,Loreal Paris,949,664,1 L,female,60
961,Loreal Paris,699,699,704 ml,female,60
962,Nivea Men,199,129.35,250 ml,female,60
963,Nivea Men,499,299.4,500 ml,female,60
964,Engage,225,133,150 ml,female,60
965,Engage,450,190,2x150 ml,female,60
966,Nivea,794,554.13,Combo,female,60
967,BB Royal,799,598,Combo,female,20
968,Fresho,45.45,24.5,200 g,female,20
969,Daawat ,190,152,1 kg,female,20
970,Daawat ,945,670,5 kg,female,20
971,Fresho,263,189,500 g,female,20
972,Fresho,151,109,250 g,female,20
973,Fresho,458,329,1 Kg,female,20
974,Fresho,1320,901,Combo,female,20
975,Ariel,670,670,2 kg,female,20
976,Ariel,168,168,500 g,female,20
977,Ariel,1320,632,4 kg,female,20
978,Ariel,360,360,1 kg,female,20
979,bb Combo,1750,1194,Combo,female,20
980,Saffola,475,332.5,1 Kg,female,20
981,Saffola,250,220,600 g,female,20
982,Saffola,120,102,250 g,female,20
983,Saffola,199,159.2,500 g,female,20
984,BB Popular,180,130,Combo,female,20
985,Gillette,1615,1049.74,Combo,female,20
986,Godrej Nupur,75,71.25,120 g,female,20
987,Godrej Nupur,120,108,200 g,female,20
988,Godrej Nupur,35,33.25,75 g,female,20
989,Godrej Nupur,250,170.5,500 g,female,20
990,Dove,1209,775.5,Combo,female,20
991,Palmolive,199,129,750 ml,female,20
992,Palmolive,125,99,250 ml,female,20
993,Sofit ,290,215.34,2x1 L,female,20
994,Sofit ,105,74.25,3x200 ml,female,20
995,Sofit ,35,27.5,200 ml,female,20
996,Sofit ,210,148.5,6x200 ml,female,20
997,Sofit ,140,107.8,4x200 ml,female,20
998,Sofit ,145,111,1 L,female,20
999,Sofit ,435,316.35,3x1 L,female,20
1000,Fiona ,259,186,1 L,female,20
1001,Fiona ,1205,886,5 L,female,20
1002,AKSHAYAKALPA,21,14.7,200 g,female,20
1003,Pampers ,799,567,46 pcs,female,20
1004,Pampers ,320,299,21 pcs,female,20
1005,Pampers ,1199,792.5,70 pcs,female,20
1006,Pampers ,2399,1415.5,140 pcs,female,20
1007,Nivea,398,256.41,Combo,female,20
1008,Fresho,277,199,500 g,female,20
1009,Fresho,153,110,250 g,female,20
1010,Fresho,513,369,1 kg,female,20
1011,Bingo,10,10,33 g,female,20
1012,Bingo,60,45.9,3x72.5 g,female,20
1013,Bingo,120,89.76,6x72.5 g,female,20
1014,Bingo,20,17,66 g,female,20
1015,Bingo,50,40,130 g,female,20
1016,Tasties,80,58.67,2x60 g,female,20
1017,Tasties,40,32,60 g,female,20
1018,BB Popular,100,74,500 g,female,20
1019,BB Popular,200,145,1 kg,female,20
1020,BB Popular,400,286,2 kg,female,20
1021,Wingreens Farms,149,70.5,450 g,female,20
1022,BB Royal,25,18,50 g,female,20
1023,BB Royal,50,36,100 g,female,20
1024,BB Royal,100,72,200 g,female,20
1025,Gillette,1485,965.27,Combo,female,20
1026,Dove,90,85,75 ml,female,20
1027,Dove,210,138.5,175 ml,female,20
1028,Dove,368,266,335 ml,female,20
1029,GoodDiet,19,17,30 g,female,20
1030,GoodDiet,95,61.92,5x30 g,female,20
1031,Fresho,44.16,19.5,250 g,female,20
1032,Fresho,88.31,39,500 g,female,20
1033,Fresho,176.62,78,1 Kg,female,20
1034,Hersheys ,220,161,623 g,female,20
1035,Hersheys ,95,95,200 g,female,20
1036,PEPPY,120,60,Combo,female,20
1037,HappyChef,310,182.38,2x500 g,female,20
1038,HappyChef,155,99,500 g,female,20
1039,Fresho Signature,89,49,250 ml,female,20
1040,Fresho,500,359,500 g,female,20
1041,Fresho,277,199,250 g,female,20
1042,Fresho,836,601,1 kg,female,20
1043,Nivea,584,353.22,Combo,female,20
1044,Piknik,180,90,3x60 g,female,20
1045,Piknik,60,60,60 g,female,20
1046,Nivea,99,80,50 ml,female,20
1047,Nivea,555,263.62,3x100 ml,female,20
1048,Nivea,370,175.75,2x100 ml,female,20
1049,Nivea,185,92.5,100 ml,female,20
1050,Fresho,183.12,119.5,200 g,female,20
1051,BB Royal,339,249,1 kg,female,20
1052,BB Royal,180,126,500 g,female,20
1053,Unibic,180,120.6,450 g,female,20
1054,Fresho Signature,150,69,250 ml,female,20
1055,Fresho,193,139,250 g,female,20
1056,Fresho,374,269,500 g,female,20
1057,Fresho,624,449,1 kg,female,20
1058,HappyChef,209,119,330 g,female,20
1059,Himalaya Baby,180,129,200 ml,female,20
1060,Emperia,145,99,250 g,female,20
1061,Emperia,285,189,500 g,female,20
1062,Emperia,1140,618,2x1 kg,female,20
1063,Emperia,570,319,1 kg,female,20
1064,Olay,299,239.2,12 g,female,20
1065,Olay,399,319,20 g,female,20
1066,Olay,899,602,50 g,female,20
1067,Head & shoulders,225,180,180 ml,female,20
1068,Head & shoulders,999,732,1 L,female,20
1069,Head & shoulders,425,382.5,340 ml,female,20
1070,Head & shoulders,875,700,650 ml,female,20
1071,Fresho,67.53,46,250 g,female,20
1072,Huggies,2398,1472.19,2x56 pcs,female,20
1073,Huggies,1199,791.5,56 pcs,female,20
1074,TRESemme,190,190,185 ml,female,20
1075,TRESemme,350,291,340 ml,female,20
1076,TRESemme,950,712.5,1 L,female,20
1077,24 Mantra,435,309,3X1 kg,female,20
1078,24 Mantra,75,75,500 g,female,20
1079,24 Mantra,145,103,1 kg,female,20
1080,Sofit ,435,316.35,3x1 L,female,20
1081,Sofit ,35,29,200 ml,female,20
1082,Sofit ,145,111,1 L,female,20
1083,Sofit ,105,78.3,3x200 ml,female,20
1084,Sofit ,210,156.6,6x200 ml,female,20
1085,Sofit ,290,215.34,2x1 L,female,20
1086,Sofit ,140,116,4x200 ml,female,20
1087,Lotus Herbals,360,270,50 g,female,20
1088,Lotus Herbals,485,363,100 g,female,20
1089,Lotus Herbals,720,503.98,2x50 g,female,20
1090,Lotus Herbals,970,677.58,2x100 g,female,20
1091,MTR,25,18.75,60 g,female,20
1092,Happilo,365,273.75,200 g,female,20
1093,Lindberg,199,129,75 g,female,20
1094,Himalaya,170,140,150 ml,female,20
1095,Himalaya,510,370.61,3x150 ml,female,20
1096,Polyset,229,109,1 pc,female,20
1097,Tasties,147,103.04,Combo,female,20
1098,BB Royal,250,180,100 g,female,20
1099,BB Royal,125,94,50 g,female,20
1100,BB Royal,50,38,20 g,female,20
1101,Palmolive,687,484.44,3x250 ml,female,20
1102,Palmolive,458,292.8,2x250 ml,female,20
1103,Palmolive,539,350,750 ml,female,20
1104,Palmolive,229,183,250 ml,female,20
1105,Lotus Herbals,315,227,50 g,female,20
1106,Lotus Herbals,930,603.22,2x100 g,female,20
1107,Lotus Herbals,465,348,100 g,female,20
1108,BB Royal,880,637,5 kg,female,20
1109,BB Royal,195,134,1 kg,female,20
1110,BB Royal,390,264,2x1 Kg,female,20
1111,Super Saver,65,49,500 g,female,20
1112,Super Saver,130,95,1 kg,female,20
1113,Kelloggs,345,297,500 g,female,20
1114,Kelloggs,690,494,2x500 g,female,20
1115,Wingreens Farms,199,149.25,800 g,female,20
1116,Palmolive,324,226.1,Combo,female,62
1117,Nivea Men,199,129.35,250 ml,female,62
1118,Nivea Men,499,299.4,500 ml,female,62
1119,Vaseline,255,244.8,200 ml,female,62
1120,Vaseline,112,107,100 ml,female,62
1121,Vaseline,435,261,400 ml,female,62
1122,Vaseline,55,41.25,50 ml,female,62
1123,Domex,102,102,500 ml,female,62
1124,Domex,215,155,1 L,female,62
1125,Sunfeast,105,74.81,3x180 ml,female,62
1126,Sunfeast,35,26.25,180 ml,female,62
1127,Happilo,245,196,200 g,female,62
1128,Happilo,490,367.5,2x200 g,female,62
1129,Nirlon,1599,599,2 pcs,female,62
1130,STAYFREE,245,188.5,40 pcs,female,62
1131,STAYFREE,490,360.79,2x40 pcs,female,62
1132,BB Royal,90,71,500 g,female,62
1133,BB Royal,40,30,200 g,female,62
1134,Amul,160,80,125 g,female,62
1135,Nivea,225,191.25,250 ml,female,62
1136,Nivea,125,106.25,125 ml,female,62
1137,Nivea,675,567.44,3x250 ml,female,62
1138,Nivea,450,378.68,2x250 ml,female,62
1139,Nivea,499,368,500 ml,female,62
1140,BB Royal,190,110,2 kg,female,62
1141,BB Royal,198,114,2x1 kg,female,62
1142,BB Royal,99,57,1 kg,female,62
1143,BB Royal,50,31,500 g,female,62
1144,Lakme,449,314.3,50 g,female,62
1145,Lakme,99,74.25,15 g,female,62
1146,Himalaya,175,117.5,750 ml,female,62
1147,Himalaya,95,86.45,250 ml,female,62
1148,Clean & Clear,75,72,50 ml,female,62
1149,Clean & Clear,140,123.2,100 ml,female,62
1150,Clean & Clear,270,243,240 ml,female,62
1151,Clean & Clear,390,300,2x150 ml,female,62
1152,Clean & Clear,280,246.4,2x100 ml,female,62
1153,Clean & Clear,585,350.01,3x150 ml,female,62
1154,Clean & Clear,195,150,150 ml,female,62
1155,Fresho,63.55,40,1 pc (approx. 300-1.3 Kg),female,62
1156,Mr. Gold,265,177,1 L,female,62
1157,BB Popular,80,42,20 g,female,62
1158,BB Popular,200,102,50 g,female,62
1159,BB Popular,400,200,100 g,female,62
1160,HappyChef,179,129,350 g,female,62
1161,Meera,75,72.75,80 ml,female,62
1162,Meera,699,459,650 ml,female,62
1163,Meera,890,623,1 L,female,62
1164,Meera,170,164,180 ml,female,62
1165,bb Combo,214.29,146.42,Combo,female,62
1166,BB Royal,80,40,100 g,female,62
1167,BB Royal,160,75,200 g,female,62
1168,Gowardhan,155,135,200 g,female,62
1169,Go ,430,239.5,476 g,female,62
1170,Srushti Gold,950,529,2 L,female,62
1171,BB Popular,40,27,200 g,female,62
1172,BB Popular,80,64,500 g,female,62
1173,BB Popular,160,125,1 kg,female,62
1174,BB Home,550,299,1 pc,female,62
1175,Set Wet,100,65,100 ml,female,62
1176,Fresho,151,93.5,500 g,female,62
1177,Fresho,235,169,1 kg,female,62
1178,Nivea,199,139.5,4.8 g,female,62
